,Adsorption Energy,Bulk ICOHP,Oxidation State,Metal Symbol,Outer Electrons,Adsorbate,Bulk File,Psi,O 2p-center,predicted COHP,row,p ICOHP,Surface Oxidation State
63,2.2567725,-0.94339,4,Cd,8,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/08_CdO2/no_sym/ICOHPLIST.lobster,(13.534864129250375+0j),0,-0.836461986,4d,0,3.333
64,2.0806685,-0.94339,4,Cd,8,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/08_CdO2/no_sym/ICOHPLIST.lobster,(13.534864129250375+0j),0,-0.836461986,4d,0,4
65,2.148980385,-0.10764,2,Cd,10,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+2/09_CdO/no_sym/ICOHPLIST.lobster,(14.79850711489767+0j),0,-0.325570508,4d,0,1.93
66,2.05848944,-2.76495,3,Ag,8,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/08_Ag2O3/no_sym/ICOHPLIST.lobster,(13.180132600308918+0j),0,-2.708304022,4d,0,2.833
67,2.0888029,-4.50692,4,Ag,7,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/07_AgO2/no_sym/ICOHPLIST.lobster,(12.494618513587847+0j),0,-4.473457455,4d,0,3.333
68,1.9078245,-4.50692,4,Ag,7,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/07_AgO2/no_sym/ICOHPLIST.lobster,(12.494618513587847+0j),0,-4.473457455,4d,0,4
69,1.859963895,-1.36456,2,Ag,9,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+2/08_AgO/no_sym/ICOHPLIST.lobster,(13.815951135151863+0j),0,-1.5263983,4d,0,1.93
70,0.98384244,-4.8378,3,Pd,7,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/07_Pd2O3/no_sym/ICOHPLIST.lobster,(12.171663195331568+0j),0,-4.667509049,4d,0,2.833
71,0.88148083,-6.88842,4,Pd,6,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/06_PdO2/no_sym/ICOHPLIST.lobster,(11.443825069350297+0j),0,-7.112534595,4d,0,3.333
72,1.23628256,-6.88842,4,Pd,6,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/06_PdO2/no_sym/ICOHPLIST.lobster,(11.443825069350297+0j),0,-7.112534595,4d,0,4
73,1.07749818,-7.88231,5,Pd,5,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/05_Pd2O5/no_sym/ICOHPLIST.lobster,(10.638948635278814+0j),0,-7.732199096,4d,0,4
74,0.98596428,-7.88231,5,Pd,5,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/05_Pd2O5/no_sym/ICOHPLIST.lobster,(10.638948635278814+0j),0,-7.732199096,4d,0,5
75,0.944850755,-2.75464,2,Pd,8,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+2/07_PdO/no_sym/ICOHPLIST.lobster,(12.839458420143776+0j),0,-2.78056187,4d,0,1.93
76,0.19431744,-6.9806,3,Rh,6,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/06_Rh2O3/no_sym/ICOHPLIST.lobster,(11.362366073853737+0j),0,-6.945602565,4d,0,2.833
77,0.46247881,-9.27622,4,Rh,5,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/05_RhO2/no_sym/ICOHPLIST.lobster,(10.563218880260939+0j),0,-9.543287493,4d,0,3.333
78,0.61856789,-9.27622,4,Rh,5,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/05_RhO2/no_sym/ICOHPLIST.lobster,(10.563218880260939+0j),0,-9.543287493,4d,0,4
79,0.69035773,-10.81584,5,Rh,4,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/04_Rh2O5/no_sym/ICOHPLIST.lobster,(9.661226717114886+0j),0,-10.5821823,4d,0,4
80,0.8179115,-10.81584,5,Rh,4,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/04_Rh2O5/no_sym/ICOHPLIST.lobster,(9.661226717114886+0j),0,-10.5821823,4d,0,5
81,-0.37957945,-8.053,3,Ru,5,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/05_Ru2O3/no_sym/ICOHPLIST.lobster,(10.638948635278814+0j),0,-8.164359896,4d,0,2.833
82,0.16800037,-11.04376,4,Ru,4,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/04_RuO2/no_sym/ICOHPLIST.lobster,(9.730489916216673+0j),0,-10.90952595,4d,0,3.333
83,0.41274376,-11.04376,4,Ru,4,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/04_RuO2/no_sym/ICOHPLIST.lobster,(9.730489916216673+0j),0,-10.90952595,4d,0,4
84,0.33081791,-13.11531,5,Ru,3,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/03_Ru2O5/no_sym/ICOHPLIST.lobster,(8.672797620930625+0j),0,-12.9042301,4d,0,4
85,0.47423022,-13.11531,5,Ru,3,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/03_Ru2O5/no_sym/ICOHPLIST.lobster,(8.672797620930625+0j),0,-12.9042301,4d,0,5
86,0.76948903,-15.13076,6,Ru,2,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+6/RuO3/no_sym/ICOHPLIST.lobster,(7.374332383135992+0j),0,-16.04449254,4d,0,5
87,-0.64446281,-8.98736,3,Tc,4,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/04_Tc2O3/no_sym/ICOHPLIST.lobster,(9.821444891389376+0j),0,-9.084891061,4d,0,2.833
88,-0.36355547,-12.03485,4,Tc,3,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/03_TcO2/no_sym/ICOHPLIST.lobster,(8.753865902084174+0j),0,-11.92658539,4d,0,3.333
89,0.16733537,-12.03485,4,Tc,3,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/03_TcO2/no_sym/ICOHPLIST.lobster,(8.753865902084174+0j),0,-11.92658539,4d,0,4
90,-0.12795714,-14.92243,5,Tc,2,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/02_Tc2O5/no_sym/ICOHPLIST.lobster,(7.443263364473897+0j),0,-14.78330445,4d,0,4
91,0.04727065,-14.92243,5,Tc,2,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/02_Tc2O5/no_sym/ICOHPLIST.lobster,(7.443263364473897+0j),0,-14.78330445,4d,0,5
92,0.39468137,-17.64042,6,Tc,1,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+6/TcO3/no_sym/ICOHPLIST.lobster,(5.640938795216505+0j),0,-17.76403259,4d,0,5
93,-0.91446373,-9.80875,3,Mo,3,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/03_Mo2O3/no_sym/ICOHPLIST.lobster,(8.704683766713305+0j),0,-9.882077247,4d,0,2.833
94,-0.67294279,-12.69909,4,Mo,2,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/02_MoO2/no_sym/ICOHPLIST.lobster,(7.40144463084383+0j),0,-12.40030448,4d,0,3.333
95,-0.62438194,-12.69909,4,Mo,2,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/02_MoO2/no_sym/ICOHPLIST.lobster,(7.40144463084383+0j),0,-12.40030448,4d,0,4
96,-0.44290501,-15.92498,5,Mo,1,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/01_Mo2O5/no_sym/ICOHPLIST.lobster,(5.609246121539716+0j),0,-15.83625669,4d,0,4
97,-0.37004035,-15.92498,5,Mo,1,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/01_Mo2O5/no_sym/ICOHPLIST.lobster,(5.609246121539716+0j),0,-15.83625669,4d,0,5
98,2.28157278,-18.12358,6,Mo,0,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+6/MoO3/no_sym/ICOHPLIST.lobster,0j,0,-18.29653577,4d,0,5
99,-1.20961759,-9.98498,3,Nb,2,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/02_Nb2O3/no_sym/ICOHPLIST.lobster,(7.859288808997262+0j),0,-9.934829941,4d,0,2.833
100,-1.03315048,-13.17494,4,Nb,1,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/01_NbO2/no_sym/ICOHPLIST.lobster,(5.956227124393464+0j),0,-12.79145895,4d,0,3.333
101,-0.74880032,-13.17494,4,Nb,1,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/01_NbO2/no_sym/ICOHPLIST.lobster,(5.956227124393464+0j),0,-12.79145895,4d,0,4
102,-1.14766266,-16.20376,5,Nb,0,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/00_Nb2O5/no_sym/ICOHPLIST.lobster,0j,0,-16.20705906,4d,0,4
103,0.25640703,-16.20376,5,Nb,0,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/00_Nb2O5/no_sym/ICOHPLIST.lobster,0j,0,-16.20705906,4d,0,5
104,-2.18731179,-9.82907,3,Zr,1,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/01_Zr2O3/no_sym/ICOHPLIST.lobster,(6.180518608674013+0j),0,-9.524238302,4d,0,2.833
105,1.7159348,-12.69028,4,Zr,0,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/00_ZrO2/no_sym/ICOHPLIST.lobster,0j,0,-12.13597864,4d,0,3.333
106,1.77080623,-12.69028,4,Zr,0,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/00_ZrO2/no_sym/ICOHPLIST.lobster,0j,0,-12.13597864,4d,0,4
107,1.5729285,-12.63098,5,Zr,-1,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/0-1_Zr2O5/no_sym/ICOHPLIST.lobster,(1.9098852841308755+5.878022496862876j),0,-12.64452153,4d,0,4
108,1.33638155,-9.31035,3,Y,0,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/00_Y2O3/no_sym/ICOHPLIST.lobster,0j,0,-8.716233707,4d,0,2.833
109,2.00400393,-0.03255,4,Pb,10,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/10_PbO2/no_sym/ICOHPLIST.lobster,(14.613045802786036+0j),0,-0.130690761,5d,-0.6837225,3.333
110,1.97839958,-0.03255,4,Pb,10,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/10_PbO2/no_sym/ICOHPLIST.lobster,(14.613045802786036+0j),0,-0.130690761,5d,-0.6837225,4
111,2.09333119,-0.28164,3,Tl,10,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/10_Tl2O3/no_sym/ICOHPLIST.lobster,(14.613045802786036+0j),0,-0.535576242,5d,-4.16674,2.833
112,2.40983693,-0.11981,4,Tl,9,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/09_TlO2/no_sym/ICOHPLIST.lobster,(14.009987548783222+0j),0,-0.113644578,5d,-0.5860525,3.333
113,2.0829481,-0.11981,4,Tl,9,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/09_TlO2/no_sym/ICOHPLIST.lobster,(14.009987548783222+0j),0,-0.113644578,5d,-0.5860525,4
114,2.16083969,-1.123,3,Hg,9,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/09_Hg2O3/no_sym/ICOHPLIST.lobster,(13.85930748292667+0j),0,-1.307683306,5d,0,2.833
115,2.80976413,-3.1697,4,Hg,8,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/08_HgO2/no_sym/ICOHPLIST.lobster,(13.221493662399181+0j),0,-2.926297966,5d,0,3.333
116,2.73881932,-3.1697,4,Hg,8,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/08_HgO2/no_sym/ICOHPLIST.lobster,(13.221493662399181+0j),0,-2.926297966,5d,0,4
117,1.936909505,-0.2734,2,Hg,10,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+2/09_HgO/no_sym/ICOHPLIST.lobster,(14.455879731348677+0j),0,-0.711691498,5d,0,1.93
118,1.84218025,-3.38696,3,Au,8,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/08_Au2O3/no_sym/ICOHPLIST.lobster,(12.617955545718333+0j),0,-3.333513563,5d,0,2.833
119,1.50575291,-5.72232,4,Au,7,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/07_AuO2/no_sym/ICOHPLIST.lobster,(11.961680944049498+0j),0,-5.743790761,5d,0,3.333
120,1.39272965,-5.72232,4,Au,7,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/07_AuO2/no_sym/ICOHPLIST.lobster,(11.961680944049498+0j),0,-5.743790761,5d,0,4
121,1.49529978,-7.08059,5,Au,6,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/06_Au2O5/no_sym/ICOHPLIST.lobster,(11.24639928515163+0j),0,-6.851196472,5d,0,4
122,0.70576851,-5.57497,3,Pt,7,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/07_Pt2O3/no_sym/ICOHPLIST.lobster,(12.171663195331568+0j),0,-5.389735002,5d,0,2.833
123,0.50425826,-8.24256,4,Pt,6,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/06_PtO2/no_sym/ICOHPLIST.lobster,(11.443825069350297+0j),0,-8.574565327,5d,0,3.333
124,0.40920365,-8.24256,4,Pt,6,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/06_PtO2/no_sym/ICOHPLIST.lobster,(11.443825069350297+0j),0,-8.574565327,5d,0,4
125,0.42760924,-9.77142,5,Pt,5,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/05_Pt2O5/no_sym/ICOHPLIST.lobster,(10.638948635278814+0j),0,-9.524776001,5d,0,4
126,0.41157358,-9.77142,5,Pt,5,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/05_Pt2O5/no_sym/ICOHPLIST.lobster,(10.638948635278814+0j),0,-9.524776001,5d,0,5
127,0.406097365,-3.3684,2,Pt,8,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+2/07_PtO/no_sym/ICOHPLIST.lobster,(12.839458420143776+0j),0,-3.288137054,5d,0,1.93
128,-0.45760253,-7.49079,3,Ir,6,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/06_Ir2O3/no_sym/ICOHPLIST.lobster,(11.443825069350297+0j),0,-7.553745724,5d,0,2.833
129,-0.34482078,-10.24554,4,Ir,5,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/05_IrO2/no_sym/ICOHPLIST.lobster,(10.638948635278814+0j),0,-10.55382167,5d,0,3.333
130,-0.24125522,-10.24554,4,Ir,5,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/05_IrO2/no_sym/ICOHPLIST.lobster,(10.638948635278814+0j),0,-10.55382167,5d,0,4
131,-0.06200908,-12.29387,5,Ir,4,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/04_Ir2O5/no_sym/ICOHPLIST.lobster,(9.730489916216673+0j),0,-11.99464121,5d,0,4
132,0.24359881,-12.29387,5,Ir,4,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/04_Ir2O5/no_sym/ICOHPLIST.lobster,(9.730489916216673+0j),0,-11.99464121,5d,0,5
133,0.48953946,-14.48758,6,Ir,3,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+6/IrO3/no_sym/ICOHPLIST.lobster,(8.672797620930625+0j),0,-15.54884225,5d,0,5
134,-1.04345006,-8.28224,3,Os,5,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/05_Os2O3/no_sym/ICOHPLIST.lobster,(10.638948635278814+0j),0,-8.515791104,5d,0,2.833
135,-0.65940359,-11.81673,4,Os,4,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/04_OsO2/no_sym/ICOHPLIST.lobster,(9.730489916216673+0j),0,-11.73232126,5d,0,3.333
136,-0.36301788,-11.81673,4,Os,4,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/04_OsO2/no_sym/ICOHPLIST.lobster,(9.730489916216673+0j),0,-11.73232126,5d,0,4
137,-0.39768399,-14.31958,5,Os,3,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/03_Os2O5/no_sym/ICOHPLIST.lobster,(8.672797620930625+0j),0,-14.06610451,5d,0,4
138,-0.33327354,-14.31958,5,Os,3,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/03_Os2O5/no_sym/ICOHPLIST.lobster,(8.672797620930625+0j),0,-14.06610451,5d,0,5
139,-0.17787499,-16.87956,6,Os,2,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+6/OsO3/no_sym/ICOHPLIST.lobster,(7.374332383135992+0j),0,-17.7571667,5d,0,5
140,-1.22874182,-9.26038,3,Re,4,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/04_Re2O3/no_sym/ICOHPLIST.lobster,(10.020018489055337+0j),0,-9.470219689,5d,0,2.833
141,-1.24567205,-12.53266,4,Re,3,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/03_ReO2/no_sym/ICOHPLIST.lobster,(8.930854793727422+0j),0,-12.61263513,5d,0,3.333
142,-0.59680702,-12.53266,4,Re,3,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/03_ReO2/no_sym/ICOHPLIST.lobster,(8.930854793727422+0j),0,-12.61263513,5d,0,4
143,-0.86001748,-15.44312,5,Re,2,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/02_Re2O5/no_sym/ICOHPLIST.lobster,(7.593754010300831+0j),0,-15.33329869,5d,0,4
144,-0.67605531,-15.44312,5,Re,2,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/02_Re2O5/no_sym/ICOHPLIST.lobster,(7.593754010300831+0j),0,-15.33329869,5d,0,5
145,-0.5072324,-18.77648,6,Re,1,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+6/ReO3/no_sym/ICOHPLIST.lobster,(5.754989377708871+0j),0,-19.00271375,5d,0,5
146,-1.68691046,-8.18683,3,W,3,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/03_W2O3/no_sym/ICOHPLIST.lobster,(9.131748966997757+0j),0,-8.378880826,5d,0,2.833
147,-1.45369358,-12.25773,4,W,2,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/02_WO2/no_sym/ICOHPLIST.lobster,(7.764570910715464+0j),0,-12.00809178,5d,0,3.333
148,-0.82233701,-12.25773,4,W,2,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/02_WO2/no_sym/ICOHPLIST.lobster,(7.764570910715464+0j),0,-12.00809178,5d,0,4
149,-1.1664782,-14.91733,5,W,1,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/01_W2O5/no_sym/ICOHPLIST.lobster,(5.8844443806080795+0j),0,-14.86799609,5d,0,4
150,-1.03289012,-14.91733,5,W,1,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/01_W2O5/no_sym/ICOHPLIST.lobster,(5.8844443806080795+0j),0,-14.86799609,5d,0,5
151,2.19128188,-16.86058,6,W,0,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+6/WO3/no_sym/ICOHPLIST.lobster,0j,0,-17.4924482,5d,0,5
