,Adsorption Energy,Bulk ICOHP,Oxidation State,Metal Symbol,Outer Electrons,Adsorbate,Bulk File,Psi,O 2p-center,predicted COHP,row,p ICOHP,Surface Oxidation State
152,-1.92320761,-9.99465,3,Ta,2,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/02_Ta2O3/no_sym/ICOHPLIST.lobster,(7.961391723895566+0j),0,-10.01828933,5d,0,2.833
153,-1.84570948,-13.37096,4,Ta,1,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/01_TaO2/no_sym/ICOHPLIST.lobster,(6.033606664193644+0j),0,-13.12454172,5d,0,3.333
154,-1.46488727,-13.37096,4,Ta,1,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/01_TaO2/no_sym/ICOHPLIST.lobster,(6.033606664193644+0j),0,-13.12454172,5d,0,4
155,-2.04422918,-16.66894,5,Ta,0,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/00_Ta2O5/no_sym/ICOHPLIST.lobster,0j,0,-16.40010289,5d,0,4
156,-0.16088146,-16.66894,5,Ta,0,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/00_Ta2O5/no_sym/ICOHPLIST.lobster,0j,0,-16.40010289,5d,0,5
157,-2.7323725,-10.40996,3,Hf,1,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/01_Hf2O3/no_sym/ICOHPLIST.lobster,(6.208784355118703+0j),0,-10.24011601,5d,0,2.833
158,1.53663044,-13.53118,4,Hf,0,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/00_HfO2/no_sym/ICOHPLIST.lobster,0j,0,-12.93672842,5d,0,3.333
159,1.58560203,-13.53118,4,Hf,0,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+4/00_HfO2/no_sym/ICOHPLIST.lobster,0j,0,-12.93672842,5d,0,4
160,1.41591931,-13.48736,5,Hf,-1,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+5/0-1_Hf2O5/no_sym/ICOHPLIST.lobster,(1.9186198801409782+5.9049048192070455j),0,-13.47557204,5d,0,4
161,1.37377387,-5.0209,3,La,0,OH,/Volumes/GoogleDrive-116077131897504880587/Shared drives/Pure_Oxide_Descriptors/Manuscript_2/Figure3_5_6/../DFT_Data/bulk_data/+3/00_La2O3/no_sym/ICOHPLIST.lobster,0j,0,-4.617896599,5d,0,2.833
